full_name,age,join_date,salary$,department,score,bonus,active,comments,weird_column___name
Bob,62,2019-03-02 16:25:13,10897,HR,C,1000.0,1.0,pending,-1.33165937236177
Eve,38,2017-11-18 17:54:32,17457,Operations,D,1500.0,1.0,needs review,0.5609534702616497
Dave,49,2018-01-17 13:19:57,13947,,D,500.0,1.0,excellent,-0.0241029555382922
Alice,56,2020-05-23 16:46:56,15574,,B,1000.0,1.0,,0.965767123717994
Dave,38,2017-12-01 02:48:32,7247,IT,C,0.0,1.0,,1.1621781186763944
Bob,26,2020-09-25 00:53:16,8023,Operations,C,0.0,0.0,,-0.6708115456563398
Eve,24,2020-12-07 00:53:41,4926,Finance,,1000.0,0.0,ok,-0.4426544593858739
Alice,30,2021-09-14 22:52:35,5341,,B,0.0,0.0,ok,-0.7257317613292923
Eve,35,2017-07-23 12:10:23,9986,Sales,C,500.0,1.0,excellent,0.3439009640013031
Dave,20,2020-05-14 21:53:47,3761,HR,A,1000.0,0.0,ok,1.873782072245674
Dave,56,2022-01-04 02:06:35,16805,HR,,0.0,0.0,needs review,1.2859003913546492
Carol,47,2021-12-20 06:50:56,9568,Finance,A,0.0,1.0,,-1.3805896973757348
Frank,50,2022-12-15 15:08:19,16579,IT,D,1500.0,0.0,pending,0.5521359245059472
Eve,53,2019-04-25 09:07:43,8506,HR,,0.0,0.0,pending,0.3653480420987198
Carol,26,2023-06-07 04:35:07,8632,HR,A,0.0,1.0,ok,0.6045130321982553
Frank,50,2023-06-17 23:12:14,18008,Sales,D,500.0,1.0,,-0.039204774648591
Frank,41,2023-11-10 00:21:58,7182,,D,1500.0,1.0,excellent,-2.055355978589944
Alice,55,2018-11-07 19:30:42,13669,IT,A,1000.0,1.0,ok,-0.1141950284795394
Dave,37,2017-11-19 01:48:09,15771,Finance,,1000.0,1.0,,0.5273166891717415
Carol,30,2022-06-14 05:22:52,11512,HR,C,500.0,1.0,ok,-2.5014948240424264
Eve,25,2021-09-22 06:59:00,19329,Operations,C,1000.0,0.0,,0.989656556979346
Frank,61,2018-05-30 09:27:27,6174,Finance,A,0.0,1.0,excellent,-0.3955857953392389
Alice,33,2021-03-05 16:15:44,4401,Sales,A,1000.0,0.0,pending,-1.267849537218085
Alice,43,2021-02-12 18:35:42,12890,Sales,C,500.0,0.0,excellent,0.3605282256785211
Eve,36,2022-03-28 23:52:27,13607,,,500.0,1.0,pending,1.6219568840440033
Eve,45,2020-05-01 01:39:53,4993,Operations,A,0.0,0.0,excellent,-2.237774940816818
Alice,29,2022-01-18 15:09:53,15055,Operations,B,1000.0,0.0,ok,-1.0421230588961972
Alice,29,2020-11-30 17:11:22,13928,,D,1000.0,1.0,excellent,-0.420254432051101
Dave,68,2023-09-17 21:44:11,10183,,D,1000.0,1.0,,-1.1216778443478423
Eve,51,2019-07-04 01:43:18,14165,HR,A,0.0,1.0,ok,0.1994979950318903
Frank,21,2021-09-04 06:41:09,7974,,C,1500.0,1.0,,1.4911632544104867
Alice,44,2023-06-28 23:04:50,10309,IT,D,1500.0,0.0,ok,-0.961485808489261
Eve,60,2019-07-26 21:17:00,7127,Finance,D,1000.0,1.0,needs review,1.0190607403184984
Alice,33,2020-12-27 02:36:54,11104,Sales,,0.0,1.0,needs review,1.1100936348557429
Carol,54,2020-05-06 13:52:55,7114,Operations,A,1000.0,1.0,,-0.5405151173858839
Frank,29,2020-11-04 19:05:36,19236,Operations,B,1500.0,0.0,pending,0.6571078990988916
Carol,21,2018-04-01 14:30:28,16977,HR,C,0.0,0.0,ok,0.0720897504039878
Frank,42,2019-09-11 00:08:35,15955,Operations,D,500.0,1.0,,1.2373492727002564
Alice,33,2022-02-14 17:48:51,15819,IT,D,500.0,1.0,pending,-2.611025197101028
Frank,30,2022-02-05 12:52:05,11553,Sales,D,1000.0,1.0,,0.0402490145556188
Alice,29,2022-03-13 07:22:12,12703,Sales,C,1500.0,1.0,ok,1.961523729395872
Bob,51,2021-09-05 01:13:17,18785,Operations,D,1000.0,0.0,,0.7156780036269718
Carol,51,2020-11-06 12:26:27,7198,Sales,,1000.0,1.0,ok,1.3932290284721258
Dave,37,2021-09-02 13:08:42,7218,IT,B,1000.0,1.0,ok,-1.654442010747234
Eve,65,2019-06-18 23:03:11,10953,Operations,,500.0,1.0,excellent,0.8045895443960938
Frank,53,2022-04-21 18:26:54,3498,Sales,B,500.0,1.0,excellent,1.1112075428810295
Bob,23,2021-05-11 23:46:13,4889,Operations,D,1500.0,1.0,pending,-0.3768381843388836
Dave,65,2023-02-16 08:27:15,6601,IT,D,1000.0,1.0,needs review,0.4377175144816818
Carol,32,2018-05-12 11:20:30,18699,Sales,,500.0,0.0,,0.9203724566679692
Bob,36,2017-12-17 00:47:01,4037,Operations,B,1000.0,0.0,needs review,-0.5163332648325661
Bob,57,2020-09-26 20:05:04,9299,HR,,0.0,1.0,needs review,0.4168064550431531
Frank,52,2017-12-02 10:00:36,19252,Finance,,0.0,1.0,needs review,1.7088751293398792
Eve,50,2020-08-11 22:11:45,7884,Sales,,1000.0,0.0,needs review,-0.6339938513047954
Bob,40,2023-10-21 22:48:43,15335,Operations,C,1000.0,0.0,,-1.8467856494489292
Eve,52,2022-10-31 02:59:51,11255,Finance,C,1000.0,1.0,ok,0.1413617154498064
Bob,55,2021-08-08 19:29:15,9487,Finance,A,1000.0,1.0,excellent,-1.186564994007276
Bob,36,2021-09-28 22:47:09,9638,IT,,1500.0,0.0,pending,0.99609174837253
Frank,45,2019-08-09 15:47:46,7823,Finance,,0.0,1.0,pending,0.0936749461156889
Eve,27,2019-09-05 08:29:07,6455,Operations,C,500.0,0.0,needs review,0.294530225734035
Frank,25,2017-10-10 22:37:20,4694,Sales,B,1000.0,0.0,ok,-0.6772796255923244
Dave,61,2017-11-03 17:37:11,14318,HR,D,1500.0,1.0,needs review,0.1145576469253356
Eve,49,2018-01-31 09:50:49,19295,Operations,,1000.0,1.0,ok,3.038210433027704
Dave,69,2018-01-29 05:55:26,15631,Sales,B,500.0,1.0,,-0.6403904167150053
Dave,30,2022-06-07 14:51:45,11639,HR,,500.0,1.0,,0.2265740534657199
Alice,51,2019-09-08 04:29:04,6677,Operations,C,1500.0,1.0,needs review,-0.6903070201581986
Dave,35,2019-10-01 17:28:23,18721,Finance,C,1000.0,1.0,needs review,0.292077595779733
Eve,47,2019-09-01 15:18:12,10709,,B,500.0,1.0,ok,0.6313949945980353
Eve,49,2021-01-08 17:35:20,8867,Operations,A,1500.0,0.0,pending,0.5913777007147
Alice,69,2018-04-13 05:52:23,11208,HR,D,1500.0,1.0,excellent,-1.2978725171509
Dave,44,2018-06-03 07:53:18,10381,Finance,A,1000.0,0.0,excellent,0.8595994722104094
Frank,46,2017-07-17 08:49:55,11294,HR,,500.0,0.0,excellent,1.1747579616549957
Alice,43,2018-12-19 21:27:51,11062,HR,C,0.0,0.0,excellent,1.4788546478607734
Bob,57,2022-05-24 12:01:50,17652,IT,C,1000.0,1.0,ok,0.6139051418468865
Frank,33,2019-01-03 14:11:36,11356,HR,C,0.0,1.0,needs review,0.4339852479082855
Dave,35,2022-09-19 07:08:22,15493,HR,,500.0,1.0,excellent,-1.7655392097069362
Frank,60,2019-11-03 21:54:11,8661,Sales,D,1000.0,1.0,excellent,0.9014655967351528
Bob,18,2019-01-08 17:01:07,8242,IT,B,1500.0,1.0,needs review,-0.6810607562059136
Frank,64,2022-05-09 13:56:43,19665,,C,1500.0,1.0,needs review,-2.153660550018642
Bob,36,2019-11-24 21:25:47,4127,,,500.0,1.0,,1.751580492695736
Carol,33,2022-11-15 18:37:49,9904,Operations,B,1500.0,1.0,excellent,0.5279006164441984
Frank,68,2023-10-02 12:03:29,5820,Sales,D,500.0,1.0,ok,-0.2694940497715438
Alice,63,2017-10-01 02:16:15,15543,Finance,C,1000.0,1.0,excellent,-0.6437134469720581
Carol,53,2019-03-24 07:24:28,18740,HR,B,500.0,1.0,,0.1164299402548434
Dave,39,2021-08-05 21:55:17,16697,HR,B,0.0,1.0,pending,-0.1436986154486908
Bob,50,2022-01-27 07:11:52,18682,,,1000.0,1.0,pending,0.6533991532202816
Carol,56,2019-07-27 17:16:50,14221,,D,1500.0,1.0,excellent,-1.1743499475719297
Alice,48,2022-08-13 12:52:28,17851,Sales,C,1000.0,0.0,pending,-0.2920044550294839
Dave,22,2017-07-24 12:46:33,15278,Operations,A,0.0,0.0,ok,-0.774141146585154
Frank,49,2021-01-26 05:22:06,13432,Finance,C,500.0,1.0,excellent,-0.778711610194528
Carol,47,2018-05-21 14:55:13,3739,Sales,D,0.0,1.0,needs review,0.3437529570178217
Eve,39,2018-02-01 00:32:55,6016,Sales,A,500.0,0.0,ok,0.8686283321412163
Eve,63,2019-07-01 05:13:43,15896,,A,1000.0,0.0,ok,0.5363714993644265
Frank,22,2020-09-23 18:55:10,19086,,A,1000.0,0.0,,0.9215714754974854
Bob,23,2023-06-19 16:57:19,15350,Sales,,1000.0,0.0,pending,1.1543097817506511
Bob,49,2021-02-03 07:06:41,11566,Finance,A,500.0,1.0,needs review,-1.321043503887554
Alice,61,2019-05-13 18:21:46,8930,HR,D,1000.0,0.0,needs review,-0.4443840286190699
Carol,62,2018-04-18 16:13:14,5573,HR,A,1000.0,1.0,pending,-0.9115122299516832
Eve,37,2021-07-09 00:12:31,16685,,C,500.0,0.0,needs review,0.7830736408738485
Frank,38,2019-05-25 04:55:06,10007,Sales,C,500.0,1.0,excellent,-0.6643057065489412
Eve,29,2021-01-07 13:22:20,18477,,D,0.0,1.0,ok,-0.401507817492882
Bob,56,2022-06-06 00:14:51,17839,,D,0.0,1.0,needs review,0.788251543555882
Dave,33,2018-04-12 10:07:29,12266,Finance,,0.0,0.0,needs review,-0.6224223110614547
Alice,52,2021-04-06 13:50:17,17825,HR,,1000.0,0.0,needs review,0.0570077852521231
Alice,44,2018-06-20 01:19:01,15155,IT,A,0.0,1.0,pending,-0.6929050550433057
Dave,69,2018-06-09 21:27:17,5529,,,1000.0,0.0,,-0.4970545827323585
Frank,54,2020-11-24 17:07:53,16574,Finance,,1500.0,1.0,ok,0.0514806049526559
Eve,67,2020-01-22 02:32:08,12890,Operations,,1000.0,1.0,,-0.9705583698570556
Bob,55,2018-02-05 02:37:50,12768,IT,A,1000.0,1.0,ok,1.089173126880576
Carol,41,2022-01-26 20:01:31,19595,IT,B,1000.0,1.0,,1.1274840696752322
Eve,20,2018-11-13 17:33:18,10546,HR,A,1000.0,1.0,pending,-0.4844452740548189
Carol,25,2023-08-20 19:31:59,9281,IT,A,1000.0,1.0,pending,0.1861393259992225
Frank,61,2017-11-26 19:50:16,11790,Finance,D,1000.0,1.0,pending,2.4095258571058453
Carol,30,2019-07-11 23:58:18,4441,,,1000.0,1.0,,-0.3419177223538097
Eve,26,2023-10-01 20:05:01,18633,,,1000.0,1.0,,-0.1012705876256432
Bob,35,2020-09-05 18:43:32,7058,,B,500.0,1.0,excellent,1.651582841406527
Frank,24,2018-04-01 02:26:54,5045,,D,1000.0,0.0,pending,0.6307580994111778
Eve,22,2019-01-30 16:15:45,16463,Sales,,1000.0,1.0,needs review,1.2087331627505715
Eve,65,2020-05-25 09:45:01,15080,Sales,,1000.0,1.0,pending,0.0464432837981749
Eve,51,2023-09-05 22:22:38,13169,Finance,A,1500.0,1.0,excellent,0.4230299465536636
Dave,53,2021-05-17 02:18:30,19525,HR,,0.0,0.0,needs review,0.6403891855611076
Bob,50,2022-02-15 08:19:59,4214,Finance,D,1500.0,1.0,,-0.0920218855954766
Frank,37,2018-02-24 19:26:49,13724,,,500.0,0.0,excellent,0.139225223864247
Eve,48,2023-06-10 09:16:56,6534,Sales,C,1000.0,1.0,ok,-0.7487281261281795
Carol,67,2021-08-31 07:10:04,9283,Sales,D,1000.0,1.0,ok,1.416321263745578
Eve,35,2023-04-30 07:46:09,7181,Sales,D,1500.0,1.0,needs review,0.5512516643968143
Dave,63,2021-05-09 21:10:11,5679,Sales,D,0.0,1.0,,0.0133260667022223
Alice,29,2021-07-07 05:31:21,17908,HR,C,1000.0,0.0,,0.8548910199941779
Eve,31,2022-09-09 19:38:23,16485,Operations,C,500.0,1.0,excellent,0.3021841489039865
Bob,22,2017-12-19 04:26:32,3493,HR,A,1500.0,1.0,needs review,-0.6035322216917434
Bob,26,2020-08-23 07:12:08,14543,Finance,A,1500.0,1.0,excellent,-0.4154724565823898
Frank,61,2023-09-23 11:31:23,15229,,B,0.0,0.0,needs review,-1.3256391364764082
Eve,24,2021-08-21 22:41:07,11989,Sales,,500.0,0.0,ok,0.5002088638012321
Eve,69,2017-12-08 06:34:05,9655,Finance,A,0.0,0.0,excellent,0.7163752203451093
Alice,38,2023-06-01 04:33:52,16055,Sales,C,0.0,1.0,,0.3928974533240617
Dave,63,2019-08-21 17:21:06,11072,Operations,,1000.0,0.0,ok,0.3679322336107165
Alice,32,2022-05-25 03:02:32,12384,IT,B,0.0,1.0,ok,1.5668268820741922
Carol,51,2022-07-17 02:58:49,8790,,A,1000.0,1.0,ok,-0.907089229586279
Frank,44,2023-09-19 18:49:47,11336,Sales,A,1000.0,0.0,,-0.3445927281670252
Alice,42,2019-09-29 15:52:46,16581,,A,0.0,1.0,ok,-0.0567313961228641
Eve,28,2021-10-11 05:05:46,10201,IT,C,1000.0,1.0,excellent,-0.7953317446793806
Dave,29,2019-01-11 21:39:28,13470,Finance,D,0.0,0.0,pending,-1.2632317388660412
Alice,67,2019-02-21 21:49:23,4196,IT,C,1000.0,1.0,pending,-0.2109009689607315
Dave,44,2019-12-27 13:06:10,18280,Operations,D,1000.0,1.0,pending,-2.3023998952796814
Dave,37,2020-06-19 00:15:38,5932,,,1000.0,1.0,ok,0.2282683022311466
Carol,36,2019-05-23 18:02:47,5218,HR,B,1000.0,1.0,ok,0.0373481235202538
Frank,33,2020-08-24 00:08:06,9455,Finance,C,1500.0,0.0,needs review,0.9126370659281248
Carol,42,2020-08-31 06:07:02,15564,IT,A,1000.0,1.0,,-0.8062023971277812
Frank,56,2023-08-05 08:07:52,9529,,D,1000.0,0.0,,0.1403669758839741
Dave,51,2018-10-04 17:22:26,19757,Finance,A,500.0,0.0,,-0.6547302888941317
Dave,28,2023-05-13 09:46:27,19769,Finance,C,0.0,0.0,needs review,1.0431823656436043
Carol,67,2022-08-07 11:47:17,4472,Sales,D,1000.0,1.0,needs review,-1.537687629515332
Frank,29,2021-06-26 07:35:36,8505,Operations,D,1000.0,1.0,,1.2599858452316202
Dave,64,2021-11-18 07:38:24,11044,HR,,1000.0,0.0,ok,1.1145029465620775
Alice,19,2021-10-04 00:17:17,16688,Operations,D,1000.0,1.0,needs review,-1.8098004144707511
Bob,61,2023-11-03 06:34:26,7979,Finance,,500.0,1.0,pending,-0.8242909172948549
Carol,32,2018-10-23 16:17:42,3490,IT,C,1000.0,1.0,pending,0.5956782489878237
Bob,37,2020-02-03 08:02:20,6372,Operations,C,500.0,1.0,excellent,-0.1652100866808967
Eve,24,2022-03-29 13:57:31,19839,,C,500.0,1.0,excellent,2.1570484981396394
Bob,19,2021-11-06 20:54:45,6312,,D,1500.0,1.0,needs review,0.8358797100540145
Carol,39,2023-08-18 07:01:08,9599,IT,,1000.0,0.0,excellent,-1.1415897654081897
Carol,43,2018-07-20 09:55:17,13130,Operations,D,500.0,1.0,needs review,-0.6165715219067482
Carol,24,2019-12-09 20:52:00,3953,Finance,B,0.0,1.0,ok,0.0215173064520787
Dave,58,2021-09-13 19:29:57,3538,Operations,C,0.0,1.0,ok,-0.6711938870632809
Dave,46,2023-06-12 18:43:27,8678,Sales,B,500.0,1.0,,0.2907384920713511
Bob,32,2021-08-05 18:46:28,17009,HR,A,1500.0,0.0,ok,0.3519571776309408
Dave,49,2023-06-25 02:54:48,3248,Finance,C,0.0,1.0,ok,0.6009975475237516
Bob,40,2022-07-22 17:20:39,8540,HR,,1500.0,1.0,ok,-1.889464034854884
Dave,24,2019-06-24 14:35:55,7577,Sales,B,500.0,0.0,ok,-0.6073215089996811
Carol,48,2022-05-17 14:49:08,8733,Finance,D,1000.0,0.0,,-0.5357348412192479
Frank,43,2022-05-05 13:50:56,13497,HR,B,0.0,0.0,ok,0.2749203819531357
Alice,25,2023-05-20 09:12:19,8335,Operations,A,1000.0,0.0,ok,-0.0761408447485096
Eve,23,2017-08-29 09:15:52,12107,Sales,C,0.0,1.0,excellent,-0.6241681356088903
Frank,56,2021-10-25 08:05:46,19355,Finance,B,1000.0,1.0,needs review,0.2893386428895093
Carol,18,2023-10-29 21:53:00,7980,IT,B,1000.0,1.0,ok,0.2867072782522401
Dave,22,2017-09-23 21:03:33,14488,HR,B,1500.0,1.0,,1.5290952659388262
Frank,68,2021-10-28 17:21:56,11356,Operations,C,1000.0,1.0,ok,1.3298840196217865
Carol,63,2022-12-14 11:52:39,8505,HR,A,0.0,1.0,excellent,0.886625345488198
Bob,28,2019-07-01 09:46:17,10424,HR,,1000.0,1.0,excellent,0.879008117949989
Alice,67,2018-04-15 09:21:08,12516,Operations,,500.0,1.0,,-1.1700300341479482
Frank,33,2018-11-19 07:19:53,13059,Operations,A,0.0,0.0,excellent,0.2818657694395757
Bob,56,2019-10-30 00:56:25,6674,HR,C,1000.0,1.0,needs review,-1.516369023073602
Eve,28,2019-07-20 23:25:10,7856,Finance,C,0.0,0.0,,0.7761741937238781
Alice,28,2019-03-30 16:01:19,7711,Sales,D,1500.0,0.0,ok,0.2322094164904132
Eve,65,2018-05-13 01:57:00,15221,HR,D,1500.0,1.0,pending,-0.3002736354037264
Eve,36,2020-04-04 06:36:29,12016,Operations,A,1000.0,1.0,,-0.2071833394166571
Alice,67,2019-09-14 00:49:51,4732,Operations,C,1000.0,0.0,,1.6458531150935596
Eve,32,2020-12-26 04:06:25,7880,Finance,,1500.0,0.0,pending,0.9638885767057686
Carol,20,2021-09-22 19:17:28,7487,Sales,,1000.0,1.0,needs review,1.0543660385213005
Eve,25,2023-04-12 17:17:55,13921,,D,500.0,0.0,excellent,0.3987016495644076
Alice,41,2022-11-27 16:10:22,8650,Operations,B,1000.0,1.0,,-0.7465863222724552
Frank,27,2023-05-24 10:19:23,4678,IT,D,1000.0,1.0,,-1.9414671051098
Bob,61,2022-10-09 02:37:05,10952,Sales,A,1500.0,0.0,pending,-0.5246416667541841
Eve,39,2023-09-26 11:22:18,7008,Sales,,0.0,0.0,,-2.3063117439185903
Carol,52,2020-12-11 00:39:27,5578,IT,A,1500.0,0.0,needs review,1.15555456864421
Dave,38,2019-04-17 21:42:47,13836,Finance,D,0.0,0.0,,-1.0529781722527063
Bob,38,2019-04-07 09:25:55,14768,Operations,,500.0,0.0,needs review,0.8004744920873764
Eve,30,2021-05-13 02:46:05,4137,HR,B,1000.0,0.0,pending,-0.536706550390939
Alice,36,2018-06-04 12:08:13,13911,,,1500.0,1.0,ok,-0.971061469537707
Carol,20,2019-07-06 11:21:45,16046,Operations,A,0.0,1.0,pending,0.3804106473308311
Alice,53,2023-08-06 13:38:30,15979,Operations,A,0.0,1.0,ok,-0.0996292846356624
Alice,42,2023-03-24 18:32:42,11927,Sales,,1000.0,1.0,ok,0.1782959961526592
Frank,18,2020-01-07 07:31:57,4577,,D,1000.0,1.0,needs review,-1.8010118680227336
Carol,50,2020-07-23 10:39:29,4464,,C,1500.0,1.0,pending,0.2326162014959605
Alice,69,2019-02-04 10:39:29,16066,,,0.0,1.0,ok,0.1803178881339191
Bob,25,2022-11-23 07:06:16,19729,HR,,0.0,0.0,excellent,-0.6710140295617691
Carol,57,2019-06-07 13:51:18,5484,IT,A,500.0,0.0,needs review,1.1337750383518153
Eve,69,2021-04-09 05:31:08,7151,Operations,,1000.0,0.0,pending,-1.3836160389450538
Alice,19,2022-12-22 18:12:05,19822,,C,1500.0,0.0,pending,-0.5872744949808469
Bob,44,2022-04-03 01:56:26,5223,Sales,,1000.0,1.0,ok,1.1191997927827722
Eve,27,2023-03-29 09:48:16,8052,Finance,D,1000.0,1.0,needs review,-0.6157323605143522
Frank,61,2023-05-15 15:55:03,3935,Operations,A,1500.0,1.0,excellent,-1.286777522198843
Carol,62,2018-02-10 15:26:51,19648,Finance,A,1000.0,0.0,needs review,-0.6488936040320095
Carol,57,2021-05-10 21:30:03,5189,HR,D,1500.0,1.0,ok,-0.555655725217416
Eve,32,2021-05-19 19:10:33,11074,Finance,,500.0,1.0,,0.1540761580581095
Carol,64,2020-10-15 15:42:23,10762,HR,D,1000.0,1.0,,-0.954923332988492
Eve,22,2018-02-21 01:00:37,14615,Operations,,0.0,1.0,ok,0.3614738200360601
Eve,25,2017-10-17 17:06:19,5482,HR,D,1500.0,1.0,ok,-0.3179821932981041
Dave,19,2020-11-25 18:42:18,6429,HR,B,1000.0,0.0,needs review,-0.5943274420447526
Eve,41,2019-10-26 03:48:30,11645,Finance,B,1000.0,1.0,pending,-0.6007418043018595
Frank,46,2020-02-29 12:59:27,4474,Sales,C,0.0,0.0,ok,-0.0032829317334563
Bob,35,2020-12-17 04:55:00,6841,Finance,D,1500.0,1.0,needs review,-0.2531837350451231
Dave,23,2023-08-20 23:42:54,7640,HR,C,500.0,1.0,ok,-0.5047756074825985
Eve,23,2021-08-18 16:52:51,6481,Sales,C,0.0,1.0,pending,0.1895130136886661
Carol,55,2022-01-16 05:17:24,10266,IT,C,0.0,1.0,ok,-1.2894250615498932
Alice,55,2021-04-01 05:11:23,13581,,C,1000.0,1.0,excellent,-1.9590467734833483
Alice,38,2023-06-26 23:21:01,4810,HR,C,0.0,0.0,ok,1.071749219546971
Dave,51,2022-11-27 13:51:27,19920,HR,,500.0,1.0,excellent,1.7355035635155114
Eve,42,2020-11-22 11:27:56,7779,Sales,C,1000.0,1.0,needs review,1.1035237287195374
Dave,42,2021-04-03 23:47:24,18912,Finance,,0.0,1.0,needs review,-0.3468267680541707
Carol,63,2019-10-18 09:04:51,3206,Operations,A,1500.0,1.0,needs review,0.384364291183897
Frank,53,2021-09-29 06:08:13,12244,Sales,B,1500.0,0.0,,-0.2423031102953161
Carol,69,2021-04-14 05:07:38,14804,HR,C,1000.0,0.0,pending,-0.4972901891449325
Frank,38,2023-09-24 00:45:43,14720,HR,A,1500.0,1.0,excellent,2.062017541247941
Bob,46,2019-02-26 03:54:45,11695,Sales,D,1500.0,1.0,needs review,-0.1644073535520754
Dave,63,2018-02-09 07:52:29,16804,,B,1500.0,1.0,excellent,1.5566434384783778
Dave,49,2019-08-05 12:40:05,11961,,D,1000.0,1.0,needs review,-0.7531806767991218
Dave,62,2017-08-10 12:43:43,9158,HR,,500.0,1.0,,-0.1581631004914388
Alice,59,2018-04-07 14:51:55,3796,Finance,D,0.0,1.0,needs review,1.2098513727361244
Frank,40,2019-10-13 16:37:49,4327,Operations,B,1000.0,1.0,,-0.4770744251313042
Dave,47,2019-06-17 07:22:01,18334,Operations,C,1000.0,1.0,excellent,0.984872519769503
Dave,23,2017-07-30 18:43:32,12228,IT,,1000.0,1.0,,1.5687843438990143
Dave,26,2023-01-15 20:08:26,3007,HR,A,0.0,1.0,ok,-0.9769524914263492
Carol,52,2018-03-11 02:46:15,18973,Sales,C,1000.0,1.0,,-2.689852832381387
Eve,66,2017-09-09 20:54:14,17717,Finance,,500.0,1.0,ok,-1.050832426966802
Carol,48,2019-09-07 20:24:10,11410,,,1000.0,1.0,excellent,2.0745362104104577
Dave,37,2020-02-13 00:39:15,9681,IT,D,1000.0,1.0,,-0.0074881194847671
Frank,51,2021-10-04 02:03:11,14550,,A,1000.0,1.0,pending,1.6316060668382866
Bob,39,2020-10-17 10:13:35,14732,Operations,A,1000.0,1.0,excellent,0.896003643741622
Bob,34,2018-04-26 04:01:04,15917,HR,D,0.0,1.0,,-0.0338678014380643
Bob,64,2020-04-15 00:01:39,15479,IT,A,1000.0,0.0,excellent,0.3329470561727948
Frank,54,2020-03-08 11:36:30,15482,IT,D,500.0,0.0,pending,1.197372573954337
Eve,19,2020-05-07 15:23:38,16243,Operations,D,1000.0,1.0,ok,-1.0276694074041297
Carol,68,2017-10-22 00:45:34,18077,Sales,D,1000.0,0.0,needs review,1.0033404647740791
Alice,38,2019-12-25 07:59:59,18563,Sales,B,500.0,1.0,needs review,1.7258800027127883
Carol,19,2020-07-11 22:03:43,18015,Finance,B,1000.0,1.0,,1.012897723139127
Dave,20,2023-06-18 13:50:49,17477,IT,C,1000.0,0.0,excellent,0.8737710766809703
Bob,55,2022-06-05 08:56:29,3584,Sales,,1000.0,1.0,,0.366718032677601
Eve,35,2023-05-25 14:36:50,5780,Sales,A,500.0,0.0,excellent,-0.384372224120717
Alice,39,2018-07-17 21:02:33,5440,Finance,,500.0,1.0,pending,0.8985183951934332
Dave,39,2018-01-25 14:24:37,3032,IT,,0.0,0.0,needs review,0.5378697993464984
Bob,66,2020-03-15 06:20:37,9043,Finance,,0.0,0.0,,1.2084415069663423
Dave,50,2020-03-08 06:54:39,4226,Operations,D,0.0,0.0,excellent,0.3192677414339425
Carol,20,2023-09-11 12:41:47,13667,,C,0.0,1.0,excellent,0.1565370686227169
Frank,28,2017-08-02 11:04:59,5134,IT,B,1500.0,0.0,excellent,-0.5342085106539215
Alice,42,2019-05-05 14:04:37,7409,IT,B,1000.0,0.0,pending,0.11395096406385
Dave,33,2019-03-22 08:49:22,19230,Operations,D,1000.0,0.0,excellent,-0.4310979984329324
Frank,58,2022-10-10 18:02:32,6908,Operations,C,1500.0,0.0,needs review,0.1003735177761568
Alice,35,2022-04-22 20:30:05,16525,HR,A,1000.0,0.0,excellent,-0.0646000835788767
Carol,61,2022-10-02 11:33:40,13612,Finance,,1000.0,0.0,ok,0.5487342569361807
Carol,27,2022-01-07 05:40:49,9898,,B,1500.0,1.0,excellent,0.0308993273610113
Bob,24,2019-04-19 04:41:21,14723,Finance,D,500.0,1.0,needs review,0.0411517372309118
Bob,45,2023-04-09 16:37:31,18976,,C,500.0,1.0,ok,-0.1142516417121834
Frank,68,2017-08-16 16:53:40,17377,HR,,0.0,0.0,pending,0.841299947096183
Bob,38,2019-09-15 11:37:03,4339,Sales,B,0.0,1.0,excellent,-0.8064426554664376
Frank,45,2021-08-21 01:13:37,5517,Operations,D,1000.0,1.0,,-1.23504668769078
Carol,35,2017-09-30 22:16:57,10129,Operations,C,0.0,1.0,excellent,0.7854554696579858
Carol,59,2019-06-20 21:40:34,10543,Finance,B,0.0,1.0,,0.8822628345999599
Eve,38,2023-05-11 14:20:02,19456,Sales,D,0.0,0.0,needs review,-0.258739601925303
Bob,63,2019-06-12 22:20:16,3552,Sales,C,1500.0,1.0,needs review,-1.2899171756448264
Eve,29,2021-07-05 01:14:26,12097,HR,C,1000.0,1.0,needs review,-1.398597955577866
Frank,58,2019-09-05 06:53:34,10056,IT,,1000.0,0.0,pending,0.8596881869986394
Eve,44,2021-05-23 20:39:44,15872,IT,C,1000.0,1.0,excellent,0.4761438137972331
Alice,61,2021-04-10 12:48:39,8951,Operations,C,500.0,1.0,,1.352577386532016
Bob,50,2018-12-06 22:18:08,8645,,C,1500.0,1.0,excellent,0.5628754858614708
Dave,61,2023-06-01 00:46:40,5744,Sales,B,500.0,1.0,excellent,-0.9919981231912964
Frank,25,2018-08-29 10:25:12,4843,,,0.0,1.0,,0.4317752212707477
Bob,50,2020-02-14 00:22:56,8900,IT,D,1000.0,1.0,,1.6736521069139805
Dave,39,2021-05-21 02:16:41,6570,,A,1000.0,1.0,needs review,-0.0423556400879788
Dave,44,2022-07-15 15:32:25,17249,,B,1000.0,1.0,needs review,1.90205389164993
Eve,44,2020-11-18 06:21:25,4018,IT,,500.0,1.0,ok,1.0986174068629453
Eve,46,2020-06-10 01:36:44,8887,Finance,B,500.0,1.0,needs review,-1.5494742335121907
Alice,43,2018-05-07 01:10:58,7279,Operations,B,0.0,1.0,excellent,-1.3613052286060772
